Star,review_title,text_review,apps_category,review_length
,There should be 6 stars!!,"Wonderful, intuitive and versatile app.  Am so appreciative that Hammermill offers this - I will be even more loyal to your products, because of this.  I got a little hung up on setting up my EMail, but within a day, c/s gave me some tips and I'm all set (Samsung Galaxy S4 mini).",business,53
,Will not print to some Canon models,I thought this was finally going to be a great printing app for my kindle fire. It installed easy and picked up my Canon Wifi right away. Unfortunately it wouldn't print. It kept saying &#34;broken pipe&#34;.  I have a Canon MX452 and noticed the driver only says Canon mx45. There is no mx452 option:(,business,54
,"It's ok, not bad but not great",This Strine app is okay. Basically it's a blank piece of paper and some different colored pens you can use. You can't change the color of the paper as well. But it's not exactly what I thought it was going to be from the picture. But for a simple sketching doodling drawing app it works well for that.,business,58
,OH.MY.,"OH.MY. first of all round of applause for bejoy mobile staff for in increating highly concentrated awesomeness first, it's FREE and nothing is greater than FREE two, so many options, unlike a regularsketch pad also like this if you like this rough draft: the light,the light all anya could think about, all there was, light light light. She was light. She glowed. Until,suddenly, the delightful feeling was gone,as was the eternal light. Gone? No no no! She tried to search but couldn't turn her head around. She did not seem to remember. Turn! She willed. No, it would not turn. Pure fear radiated from the diminished light. Falling? Another strange sensation? Oh. This feeling was to make her let go. She...was calmed, in a sense. Then a truly happy emotion bubbled up. She could move now that she was calmed. She spread her arms, and they turned into wings. She flew into the pit of darkness. READ THE ANYA HEADED EAGLE TO FIND OUT MORE!!",business,165
,Easy t setup & use,"This is an easy to use & setup app on my Fire HDX. I have an older model HP laserjet printer that I have connected to my computer with a &#34;printer cable&#34;, not wi-fi. I wasn't sure if I could print on it with my wi-devices. I tought I would have to purchase a new printer. The app recognized my network and installed my old printer with no problems.",business,69
,the best damn printing app out there,This application sets up easier and works better then the application being pushed by the printer manufacturerand if that wasn't enough I connected my HP 4050 N to the network and guess what the app spotted it right awayit and print it to it all in about 2 minutes so I don't know what more anybody can ask for it's just great,business,62
,Free but not great.,"I use this suite on a Kindle Fire. It works but I think it could be a lot better. When using the spreadsheet app especially, it requires too many extra keystrokes. Some it's operations seem counter intuitive. I live with it because it's free but I really don't enjoy using it.",business,51
,I am not very good with computer based apps but I have broken my ...,I am not very good with computer based apps but I have broken my ankle and can't sit at a desk so downloaded this onto my kindle wrote the letters that I wanted and emailed them to myself so they could be printed. I was rather pleased with myself. You might th June no a bit basic but for me brilliant,business,61
,a tease at best,Can't print or email from the free version. The &#34;pro&#34; version was $15 which I almost bought until I figured out the fully functional version is actually the &#34;premium&#34; in-app purchase version which is $19.99 A YEAR. This is worse than useless. It is a scam. Went with a wholly different free app and it does it all.,business,58
,Guuudd,"It has a lot of different tools and textures to use and be creative with. I've been using it recently to create fan art and stuff, and it works really well! You can zoom in and out and move around the picture. The only problems I have is when I zoom in and out and move about the page, if I get too close to the edge of the picture it bugs out and automatically moves me away from where I wanted to be. Also, it records your actions/strokes, I would like for there to be an option to download the recorded strokes as a video or something. Overall it's a great app for sketching and such! x3",business,118
,Used to be great,This app works great with my hp printer! It's even more fool proof than printing from my computer! The documents never have odd font or typesetting changes which has happened with other printing apps. It connects seamlessly and effortlessly to my hp printerI guess if one is willing to get the paid version of the app it might still work but now the only thing the app will print is a test page to discover if the app is compatible with the printer. I can't even find out the cost of the app without going through the motions of purchasing it because they are maintaining this fiction of it still being a free app.,business,114
,Very simple to use sketching program,"I was looking for a sketching program that I could use to practice on drawing facial proportions and Sketch Guru works very nicely. I haven't tried more than rough sketches at this point. It didn't take more than a minute to get started using this program. It's really easy to understand. There are some ads that pop up when you first open it, but that's all.",business,66
,Great app,I have a Samsung Galaxy 4 and was looking for an app to work with the phone and my new printer.  Could not believe how slick this was - connected immediately - I was using it only minutes after I installed Print Hammermill.  Could not ask for more - easy to use and fast - very happy!,business,57
,"Easy, and it works.","I was a little put off by so many negative comments about most of the other printer apps for the kindle fire, but this one seemed less problematic so I tried it. And I'm glad I did. It's easy to figure out, and so far has worked like a champ.",business,50
2.0 out of 5 stars,"Worked in one tablet, didnt work in the other one. Have to run apps on both devices. Almost useless","It's a shame that I wasn't warned about the loss of this fundamental feature in the new and supposedly improved fire TV 4k: The fact that I can't make the screen mirror natively as I did with my old Fire TV. Fortunately, I still keep the old stick in the kitchen and I can mirror the screens of ALL my android devices in it without issues...what a pity...!!!",productivity,68
3.0 out of 5 stars,it is easy to use however it has a glitch it easily looses connection and has to be restarted,My problem with this device is it will loose the connection while viewing video's I have to reconnect the mirror app to the computer and restart the app. I have had on several occasions had to reconnect my computer to the app on the T.V. and to watch the video which I had to pause.,productivity,55
5.0 out of 5 stars,Makes native AirPlay to FireTV doable!,"It does the thing! With this installed on my fire stick, I can use AirPlay to play the videos in my Files app. I have actually been using the VLC app since it’s easier to find airplay on it but that app requires that you also select the cast option in order to stream the video and not just audio which is weird but I super don’t care because I’ve been trying so hard just to find something to get my videos from iPad to tv. Others have mentioned ads, and I can’t say whether they disrupt content yet; I’ve only seen them between actions (from playback to stopped, etc) and there’s an “x” button on all the ones I’ve seen immediately so they’re easy to bypass. So for me, good enough!",productivity,132
4.0 out of 5 stars,Works as you would expect,"Basically allows you to airplay from your iPhone or Android like you would to an apple tv, you would think the firestick would have this feature built in for Apple devices but I guess apple can be hard to work with.  Very easy to use and very handy, only complaint is the ads which can get intrusive after a while",productivity,60
4.0 out of 5 stars,Good But..,"This App Is Really Good For Recording, But One Thing. On Certain Games Or Games On Roblox If Anything Pops Up or Just Random Question when You Enter The Game The Screen Recorder Stops. Again, This Is A Good Game But It Be Nice If It Could Be Fixed. 😁",productivity,50
5.0 out of 5 stars,"Works flawlessly, but many ads.","As expected with anything that's worth using they're either plagued with ads, or you gotta pay for them.This app works seamlessly if you're coming from a Chromecast equipped device to the Fire TV, as the Amazon offering does not support it natively.This app does run in the background so you can interrupt what's on screen at any time by launching media from a Chromecast device, which is also convenient (like Rick rolling your friend from your phone).However you can't just buy this application outright. They offer only a subscription service, which depending on who you are, can be a good or bad thing. You can pay to try it longer and leave it, or buy a year pass for a decent price. However if everything uses this model, the monthly/yearly subscription costs could add up, so take it as it is. Because it's legitimately seamless, I will not remove any stars for this payment choice as I feel supporting good developers is a good thing.",productivity,165
5.0 out of 5 stars,Some bugs - but works well,"I use this to mirrors my Mac to the Firestick using Airplay.  Easy to setup, and easy to use - but sometimes the software does not connect unless I restart it.  Also, some video streams can be a bit much for the bandwidth, resulting in dropped frames and jerky video - so not a perfect replacement for HDMI cable.  Still, very nice to be able to mirror from across the room.",productivity,71
3.0 out of 5 stars,Glitchy,"We use this app mostly for gaming do our GM can share graphics and maps with us and with remote players at the same time. At first it worked fairly seamlessly, except for the ads, but without paying for the pro version I guess that is what you get.  After a month of using it, though, the app has decided it does not know how to play nicely with the computer from which it’s signal come, our WiFi, or our Amazon Fire TV box.  We have uninstalled and reinstalled to no avail.  If another option is available to you I would use that.",productivity,103
1.0 out of 5 stars,Quit?,"When I saw first saw this apps reviews, they all said that I should get it. But when I did get this app, was not happy. Whenever I go into the app it kept asking ""Recme is not working, would you like to quit?"" So yeah, I do not recommend this app for kindle fires.",productivity,55
1.0 out of 5 stars,Subscribed but still wants me to watch commercials.,"Like how it was easy to set up, but 8/10 times, the app would lag. Also, I was subscribed because it was great to cast my phone to the TV, but afterwards, it seemed that the support for it became non-existent. The thing that made me give it a one star was the fact that I was subscribed to it, but it kept prompting me to buy the pro version (which I already have) and double dipping by having me watch commercials. I would check my membership and verify the monthly subscription was checked and also checked my profile that I have paid the due. I also checked my credit card statement and it was paid. So why? I don't know. Now, I can't connect to it at all so it's absolutely trash at this point. Very disappointed.",productivity,138
1.0 out of 5 stars,Terrible,"I have tried to record myself, but it never works, after a short amount of time it will glitch and stop recording, and the footage I did catch corrupts, then its 1 hour of work down the drain. Even when I have somehow got it to continue to record, the footage still becomes corrupt, if you want my opinion, I would suggest ""omelet arcade"", it lets you play on peoples Minecraft severs, lets you live stream any game, and it lets you record normally too!",productivity,85
4.0 out of 5 stars,Does the Job!,"At first, I had some issues with connectivity, but after contacting them, they helped and fixed the issue. Good customer service, and does what you need it to! I am using a MacBook to stream onto a fire TV and it works well. You don't have to have it downloaded as another review said, maybe the audio driver wasn't installed for her. I had looked into a few different apps to stream, but this one had the best reviews and for me, it has worked well.",productivity,86
1.0 out of 5 stars,Huh?,"A techie (me!) couldn't get this to work.  It starts up and shuts down.  At least THAT is automatic.  Ended up deleting it and looking for an alternative (which I have yet to find.)  Want to cast my Ipad (Apple TV app) to my Amazon Fire Cube, which the description says can be done.  Uh, huh.  NOT recommended.  One GREAT point to remember is that AirScreen has a free version.  Of course, that said, you definitely get what you pay for.",productivity,81
3.0 out of 5 stars,Abigail C.,"It records as far as I can tell but it won't let me see the video I recorded, it won't load. The only time I could watch the video I recorded was the first one I did, which was like a test and then I did multiple more test, which is how I found out that it doesn't load the next videos recorded.",productivity,63
1.0 out of 5 stars,not worth the trouble,"I was going to mirror my mac with my Fire TV...but this doesn't work with the audio immediately. you need to download a driver to do that. As I was doing that, the trial period ran out on the app. So...no. I'll just watch my streaming services on my TV.",productivity,50
5.0 out of 5 stars,"Must have a Google account, also works with Toshiba Fire edition 3rd generation TVs.","please great once you a tuallyread the instructions,  just download on to TV, tablet and open a Google account if you don't already have one. To operate open app on your TV then go to Google home on your tablet or phone set the settings button, press mirror and then select TV you want to connect to. That really all there is to it.",productivity,64
5.0 out of 5 stars,best screen recorder for kindle 😀,"This screen recorder is probably the easiest, only working screen recorder for kindle!  Its as simple as pressing start to record gameplay, and more!  This has really helped my YouTube channel Metal Chaos!  I'm so glad they made this!Pros:Easy to useRecords tour voice if u have a micGood for YouTubeCons:Has a very bad video cropNot well qualityAds can be annoying",productivity,60
1.0 out of 5 stars,Don't bother with this app.,I have apple products and trying to cast to firth has been an issue.  this app claimed it was free but it is not free of commercials... yeah commercials.  Every 15minutes my porn will switch off to play a commercial then back to the porn after it's over.  its a groove killer.,productivity,52
3.0 out of 5 stars,Works also with IOS!!!,I use it to mirroring  my IPad on my TV by Airplay through my Amazon Fire Stick. It was a long work with the nice and cool assistant of Amazon to succeed because Apple wants us to bye his Apple TV....Works well especially to get Apple Music on my tv speakers better than my iPad’s... I have access to my playlist and all the information about the music that they give.BUT the ADDS are very annoying specially when they merge in a piece of music. Why not offer to pay once for the App or at least once a year ?,productivity,101
4.0 out of 5 stars,Omg....!,Its really cool when your trying to video animal jam play wild (my names Lalabunnie00) I find it easy to use but when I go on animal jam play wild it always seems to kick me of animal jam when I try to use this app its still pretty cool! 😵 I give it four stars! By Ella Lutz,productivity,59
1.0 out of 5 stars,This did not work,"Purchased this to mirror a movie from my MacBook Pro 2016 to a 2019 Roku TV - it didn't work well - there was a delay and the image was pixelated. They sent a bunch of trouble shooting tips to me, but it was too late and I didn't have time to try them all. Would not recommend.",productivity,58
5.0 out of 5 stars,Awesome App!!!,"This game is great, I can record videos without having green or pink on my screen. Its very helpful because I play roblox and The sims Free play. Its great for kids who like to play games and want to record them. I Recommend you to download this app And Its Freeeeeeee 🙌",productivity,53
1.0 out of 5 stars,UNABLE TO PLAY VIDEO????AND....,"So, what happens was I got this app, then I clicked on it so I could record a roblox video. So I recorded it and it kept crashing my game!!!!After that, I wanted to watch it, and it said UNABLE TO PLAY VIDEO! The others were just AWFUL.You couldn't see anything!It was all meet up! And I worked SO SO HARD TO MAKE THAT VID!!! >:'( Please fix this I'm in a really bad mood today. So basicly my day just got even worse....",productivity,84
5.0 out of 5 stars,Worked great!,"Very easy to install and configure. Used it to stream a Facebook Live video of my son's participation in a special event on Broadway, Hemophilia: the Musical, to my family room TV. Sound and picture came through great. Very convenient. I set it up on both my Prime TV and iPhone 7 in 5 minutes before the event.",productivity,58
3.0 out of 5 stars,I really like that i can cast my screen to my tv without using any cables,If you have not use this app yet try it out. You can cast your mac laptop or iphone with this app to your flat panel tv no cables needed. I have not tried my pc yet but for mac you cast and away you go. I did find one thing though if you have a dvd player on your mac which mine is an older mac you cannot cast the dvd to the tv for some reason not sure why but it does not work.,productivity,86
4.0 out of 5 stars,Useful App,"Useful app when you need to mirror something from your iOS device to a device that doesn't have integrated mirroring capability. Very happy to find this, albeit having to pay £9 for the ad-free version. I was screening a funeral service on my home TV, so thought that ad pop-ups should be avoided...",productivity,53
1.0 out of 5 stars,"Free on Firestick then ""Pay Up"" later",Appeared to be a free mirroring app. Downloaded to firestick without issue. Then when downloading the required app in the Apple App Store - AirScreen attempts to charge you. Paid apps are fine but AirScreen concealed this until the end essentially requiring payment or deleting everything then finding something else. I deteted and easily found a free alternative. Lamesauce!,productivity,59
5.0 out of 5 stars,well worth the download,It's worth the download and very easy to use.All you have to do is download the app into your phone and then download the app and to your smart TV or computer. And then you can broadcast your videos through your phone to your smart TV or computer using the same Wi-Fi network,productivity,53
1.0 out of 5 stars,A Few BAD Problems.,"At first it was pretty good, there was a control pad with pause and stop, you can change the opacity and a lot more but one thing was annoying. The notification would not go away even when I try to swipe it, it still doesn't go away. Anyways, pretty good. I wanted to make a recording of me creating a gacha life character and when I did it it worked, but when I opened the app to see my recording, it would not open. I tried all apps to open it. Still wouldn't work. Please, I uninstalled it 4 time and it won't do what I need it to do.Would Not Recommend. Please do not get.",productivity,116
4.0 out of 5 stars,Great app to get,"This is a really good app that has many options to improve the video and you don't need any computer and no root needed. Also the video saves right to your videos so you can upload to YouTube or email to a friend. The only thing is some options for videos are Pro Version only and for some reason you can't get it but Pro Version just adds 3 new options which are to add a face cam, have a start countdown, and to stop recording when on the lock screen.GRADING OF APPVIDEO QUALITY: ASOUND QUALITY: A-OPTIONS: A+",productivity,98
1.0 out of 5 stars,"Waste of time, money?","""Free"" version didn't work at all. Got error saying that ads would not play, purchase paid version. So I purchased the paid version, which started with a 2-week ""free trial"" that automatically turns into a $12.95/yr paid full version. It showed up as purchased on Amazon digital subscriptions, but still won't work. Gives the same error: ads can't play, purchase the paid version or enable ads. No way to ""enable ads"" and I already purchased the paid version! Doesn't work as free version, doesn't work as paid version. Don't waste your time. I just hope the app hasn't stolen my Amazon, HBO Max, and other logins... I'm not xenophobic, but I'm also concerned about the developer being identified only in Chinese characters since the PRC govt is autocratic and a well-known govt-sponsored worldwide hacker.",productivity,134
4.0 out of 5 stars,Good,"I love using this app it's great for recording...but it has problems like if I turn of audio it turns of the game music to, meaning in order for the video I have to be completely quiet. So I really hope you fix this and when you do I will rate 5 😃",productivity,53
4.0 out of 5 stars,good app BUT,Ok so when I got this app and I recorded my first video then when I went to watch it but then it said unable to play video plz try again later that's what im mad about but this app is amazing to use for YouTude and other th I vs it's just that one little problem that you or y'all need to fix plz and type for reading this,productivity,70
1.0 out of 5 stars,"Works, but worthless.","They give you about 5 minutes of test time before demanding you pay for the full version. Not enough time, and it seems like they're REALLY cheap.There's a huge lag, and the reproduction of your screen is very low resolution. Even full 1080p comes out badly.Don't waste your time. Give it a try. You'll see I'm right.",productivity,57
3.0 out of 5 stars,"Good features, often laggy and doesn’t always disconnect fully","I love being able to mirror my phone to my TV but I always get the message that the connection is slow so there will be lag. Also after I disconnect my phone and turn mirroring off, sometimes it will reconnect to my phone when i watch another video and it is very annoying",productivity,54
2.0 out of 5 stars,Pretty bad,"I got this app thinking it would have good audio quality and actually be able to record my screen. Waste of time, very bad audio quality and starts recording my screen either 2 minuets after I press record or doesn't record at all. 2 stars is over rating this app. I wish I could give it a half star.",productivity,59
5.0 out of 5 stars,Useful app,I downloaded for the Upnp function. I have a media server in my house and used the app to connect to it to stream movies to the TV. IT does work great but i recommend buying the full version. If you don't mind having adds like every 10 or 20 min then buy the full version,productivity,56
1.0 out of 5 stars,Not recommended,I have returned this item after opening it.  Product quality was very bad as compared to picture and description shown in the app.  Need not to purchase it on line without checking the actual one.  The main issue was mobile holder surface was of plastic and that was making slipary surface. Screen quality is bad as it will give strain to the eyes. Not recommended,productivity,65
4.0 out of 5 stars,Good,This app is very good its just that when you record with your voice your voice sounds wierd and also when i recorded myself playing a game and when i was done i wanted to see my vid but it said ut was unable to play but thus app is very good but they have to make changes,productivity,58
1.0 out of 5 stars,"Free on Firestick then ""Pay Up"" later",Appeared to be a free mirroring app. Downloaded to firestick without issue. Then when downloading the required app in the Apple App Store - AirScreen attempts to charge you. Paid apps are fine but AirScreen concealed this until the end essentially requiring payment or deleting everything then finding something else. I deteted and easily found a free alternative. Lamesauce!,productivity,59
1.0 out of 5 stars,That sucks. I understand that NBC gets money when we ...,"As others have noted, this only works if you have TV service going with another provider. That sucks. I understand that NBC gets money when we subscribe on cable. They should provide a fee-based service (CBS does...) to get all of their content online. I am wondering if this changes in the near future as HULU is supposed to be adding another level of service where they will have live broadcasts of the major networks.",sports,75
2.0 out of 5 stars,Consistent buffering even with 100 MBPS speeds.,"I use this app primarily for streaming F1 and NHL games but recently it's been barely usable. The buffering I experience is only with this application. I even purchased a new Fire TV upgrading from a gen 1 Fire Stick thinking it could be the issue but nope. Zero issues when streaming Netflix, HBOGO, Showtime but NBCSN... buffers all the time. Live, replays, you name it, buffering. Other devices I use in the same location are getting 100+ MBPS speeds so buffering shouldn't be an issue if it wasn't for the application itself. Streaming from the NBCSN website on my laptop doesn't seem to hiccup so once again must be app related. Can't wait for F1 to have their own streaming service so I ditch this garbage application and gladly pay someone to have a good quality app/stream.",sports,138
2.0 out of 5 stars,Not so good,"Hope to watch some of the Olympics and NBC was the only avenue to do that. Got the app, but NBC also required not just my Internet connection on fire stick, but also that I have a regular monthly subscription to an old-fashioned cable network. Too bad. I cut cable long ago.",sports,52
1.0 out of 5 stars,Fire version of the app doesn't list Brighthouse as a supporting provider even though they are.,"At least they are for a provider I can select in the Windows 8 and Android versions of the app. When I enter ""provider not listed""  it asks for my zip code and lets me select Brighthouse, but then simply tells me to go back to the main screen and select Brighthouse (which still isn't an option).",sports,57
1.0 out of 5 stars,What a waste of time,wanted to watch game on BTN and had Fox sports on sling tv so I installed it. When I tryed to watch it it said I didnt have the authority to do so.  Waited a day and and tried to watch replay and same thing. What a huge waste of time. You get a special app that allows you to see what you cant watch.,sports,65
3.0 out of 5 stars,Can not fast forward or rewind on FireTV or Roku,"First of all pros:1. Better Live streaming quality than Hulu. Last year I tried both for watching World Cup and Fubo was the clear winner.2. Lots of soccer Live streamingThe thing I don't like:1. Fast forward and rewind are not available on FireTV or Roku. It can be done on cell phone or lap top so it is not a technical issue.This is super painful because some of the video on demand sports contents have more than one hour extra recording before the real game start. I have to wait patiently for > one hour to watch a game. On the bright side, they just added ""Resume"" function recently. Before that if someone accidentally exit the game I would have to wait again. This is very inconsiderate and makes me want to drop.2. No ABC - This is not a blocker because I can switch to antenna to watch NBA, Oscar, etc.3. Recent some of the soccer games such as Woman World Cup by Telemundo are streamed at 960x540 with wrong aspect ratio. Video is letterboxed and players are squeezed short vertically.*Update on 7/8/2019 This issue has been resolved.4. Ads. Sometimes Ads does not work properly. For example, I was watching the TV show Heros, Ads started, indicating it is going to play 4 ads. the first ad played twice. then after the 3rd ad (Xfinity ad with two turtles), it went back to Ad 1. This cycle repeated again and again without moving on. In the end I had to give up on that show.",sports,256
2.0 out of 5 stars,Not worth paying for,I can't believe CBS wants to charge $5.99/month for this even with an existing cable account. Compared to NBC and Fox's apps (which are free services for Comcast subscribers) the stream quality for live TV is garbage. Signed up for my free trial to watch NFL playoffs and will be canceling before CBS has a chance to charge me for an app that is inferior to its competitors' free offerings.,sports,70
2.0 out of 5 stars,NBC BLEW IT,"Terrible timing of many commercial breaks.Opening ceremony was a joke.  Too jumpy with almost all closeups and no feel for what the overall event looked like. I WON'T WATCH THE CLOSING.Finally - please put Bob Costas out to pasrure.  He stopped being relevant about 20 years ago. The plastic surgery may have kep\ him looking younger but he talks like an old man who just enjoys hearing his own voice. I'm 70 and he SOUNDS OLD to me. With all the talented and knowledgeable sports men and women out there, NBC can do much better.",sports,95
2.0 out of 5 stars,A disorganized mess,"Where do I start with a review of the NBC Sports app? It works, so that's a plus. There are many other apps out there for sports, but not any others which play NBC Sports, such as the Olympics. Other apps allow one to organize the offerings based on the league and date. There is no such organization with this one. Instead, you get a scrolling list of live events, a list of replayed events, and highlights. And NBC, which advertised that you can watch the Olympics anywhere and anytime, didn't bring this functionality to the Fire TV Stick. Not impressed.",sports,101
5.0 out of 5 stars,This is the best,This is without a doubt the best mobile sports app. Have it on my GS4 and Kindle Fire.and no matter what other sports apps I try I keep returning to the CBS app. It's free so you have nothing to lose by giving it a try. You won't be sorry.,sports,50
1.0 out of 5 stars,quit working,This app used to work perfectly. NOT ANYMORE!!!  The person or persons responsible for this RIDICULOUS development should be fired. Not just for it happening but for it not being fixed immediately. This seems to happen a lot with Amazon updates that does not happen with Google or Apple products. Very disappointed with Amazon.,sports,54
2.0 out of 5 stars,Needs cable provider update to support Fire Stick TV,Love this app. It works well on my iPad iPhone Kindle and PC. However my only complaint is that the app does not work on my Fire TV Stick. Not because the app is not available but because my cable provider is not available on the Fire Stick TV. This makes absolutely no sense since cox communications is all over the country and it works on my Kindle which is an Amazon device also. Please add Cox Communcations to the list of providers!,sports,83
4.0 out of 5 stars,Well let’s start with Super Bowl Sunday,Well let’s start with Super Bowl Sunday.  I recently signed up for xfinity and they lost channel five!!  We were sitting here with people coming for the game and a lot of food and know game. I realized that I had amazon prime and the fire stick!  Found NBC and loaded it. I got to watch the game and other than the refreshing it was great!  Thank you amazon and NBC you made a bad moment into a great day!  You just inherited a fan!,sports,85
1.0 out of 5 stars,"Appalled at the fees involved in watching ""our"" USA olympic team.","Without paying the outdated and incredibly high cable fees, this was not really a good option for seeing the Olympics.  Appalled at the fees involved in watching ""our"" USA olympic team.  Or the number of commercials!!  This was so difficult that our family of 5 just stopped trying to see the Olympics.  In fact, it's likely there will be a whole generation of kids that miss out and therefore don't care about the Olympics, simply due to the greed involved in broadcasting them.Why do you need 20 different media channels for every event. Make it cheaper for your self, and make it available to the American public..... instead of trying to maximize every last penny you can out of every last show you put on.  Is there no corporate good for the public interest anymore. NBC and the Olympics have lost their way here.",sports,144
3.0 out of 5 stars,"when my friends got to my house ready to watch the super bowl, we scrambled to find a way to ...","Didn't realize my new cable provider took away my basic channels when they took over. I haven't had cable for a couple years but could always get abc, nbc, fox and abc by just having the cable wire plugged in. So...when my friends got to my house ready to watch the super bowl, we scrambled to find a way to watch it, nbs sports app on the fire stick seemed to be a winner. Experienced a lot of buffering, assuming it was because it was the big game. Other than that, picture quality and sound were both decent when it was on. I'll try it out on something not as popular but the buffering made it rather annoying.",sports,118
4.0 out of 5 stars,Olympics on Fire TV Stick. Yes with this specific App. Here is how.,"This works for Olympics on Fire TV Stick without a cable provider but watch the glitch. Each time the app reopens it toggles in the top left between the logo for this app, and the logo for the standard app which needs a cable account. Pay attention, ignore the other logo. I will add a pic if it goes through with this review.When you are in this app on this device there will be a row with hundreds of live or upcoming events. When the network is showing Olympics on NBC broadcast TV, a box for this will be in the mix of events. That mirrors the NBC broadcast, and will end as the network does. Look at the pic I will try to attach.The majority of the events are raw with no announcers or scoring, but is excellent quality, and some of the practices are shown as well.A similar App on Roku misbehaved badly for me.",sports,157
1.0 out of 5 stars,NO POINT!,"Seriously, people who want an app like this mostly want it because we cut ties with the big money hungry cable services. But you cannot USE this app unless you DO subscribe to one of them. This is ridiculous at best, and a waste of time. If you have a Firestick only, don't bother with this download. Complete POS.",sports,59
1.0 out of 5 stars,Cannot activate this app.,"I dislike that I cannot activate this app. I contacted Amazon before I purchased Amazon Fire Tv stick to make sure I could use the NBCSN app so I could watch the NASCAR races. I was told by Amazon that yes it was included with Fire Tv. I cannot activate this app without an account number from my cable provider which is Dish Network. However, my cable is included in my rent. I called our resident services, they have no access to the cable account as it is a corporate account. They suggested I call dish network. Dish Network told me to call corporate. So again I contacted Amazon only to be told to contact NBC. I tried, to no avail. How do I activate NBCSN? I am an Amazon Prime member and the only reason I purchased the Amazon Fire Tv stick was for NBCSN.",sports,146
2.0 out of 5 stars,Was trying to use it to watch Sunday Night Football ...,"Was trying to use it to watch Sunday Night Football, but it seemed to pause every few seconds. My phone would alert me a few minutes before I saw on the app that a touchdown occurred. It also wasn't an internet issue, as the router is right next to the firestick and TV.",sports,53
1.0 out of 5 stars,"EXTREMELY LOUSY CHANNEL, A RIP OFF!!","They really deserve a 1/4 star. The channel is a fraud. I paid the first month and am canceling soon. I could not watch ONE GAME without freezes and disconnecting. You have to reboot about every 5 to 10 minutes to get an image with movement. and of course, when you reboot a team made a goal and you missed it. I sent them  on the very first day a complaint and somebody answered that due to the high demand of the games there were problems. HELLO!!! All the soccer games will be in high demand. My neighbor has Sling, costs more but it delivers everything flawlessly. Just in case I asked him to come over and hook up with sling and his password to see if I had problems with the my TV and NO, NO PROBLEM. The only problem that I have is how I got ripped off by these Futbotv thugs. I have complained 5 more times to NO REPLY from customer NO SERVICE. As you can notice I am VERY PISSED OFF!!!  i ASKED FOR A REFUND AND NO REPLY!!!! Don't be suckers like me, stay away from these amateur channel people. Not worth their weight in chicken feces!!!",sports,203
1.0 out of 5 stars,A ripp off,"I do not recommend it, I gave it 1 star because I can't give 0, very frustrating to sign in, is a hustle. I am in the 7 day trial I will not continue. It  took me more than 3 times to sign in, trying to watch the clasico. I went back to bein on sling tv, which is not that good neither, but I think I preferred it over Fubo. II took me some time to sign up, I kept receiving a message saying that my email was invalid, finally I was able to sign up, then I went through a lot to of problems to sign in, then after I signed in it went off, I had to do it all over again,  I was in and off again, I went back to Sling TV again it is not a 100% better than Fubo but a lot better I got Bein on Sling TV and I was able to watch El Clasico with no problem. I read negative reviews on Fubo TV I should had paid attention. Do not waste your time and money on Fubo.Up date, the trial period passed with out I being able to watched anything on Fubo TV. But before  I finally was able to sign in, after I received an email offering me $10.00 credit for my trouble forwards the 1st, month membership fee . Well, I didn't see any credit on my account and just after that a genius at Fubo TV changed my password sent me an email indicating to follow the info in the email to sign in, The only info in the email was my email, no password or link to reset my password, tried to reset my password myself, I received a message indicating that an email will be sent with a link to reset my password, never received it and I tried several times, no response from Fubo either, Terrible Customer and Technical service the worst most frustrating site and service I had come across in my life. DO NOT WASTE YOUR TIME AND MOST IMPORTANTLY YOUR MONEY!!!!!!",sports,351
1.0 out of 5 stars,You’re not providing a better product than Cable,"Don’t say “Watch Free” and then charge $60 for a “Free”It’s false advertising!You are just as bad as Cable.The whole point of “streaming” is to watch WITHOUT paying the insane fees Cable companies charge, and get a better quality picture.If a consumer is paying $65+ for hi speed internet in order to stream and you’re charging $60 on top of that, why wouldn’t I just go with a Cable company?I think that your corporate bigwigs are completely missing the point of providing better product for the consumer.",sports,87
1.0 out of 5 stars,Local channel not available??,"Current PlayStation Vue customer looking for replacement streaming service.  Decided to try Fubo because they offer BET channel.  After signing up for trial, I saw my local ABC station is unavailable.  I cancelled trial after two days.  Not sure why it isn’t offered; tried to search rather internet for a reason to avail.  If you watch local TV, tread carefully.",sports,60
1.0 out of 5 stars,It was not worth the money,"The majority of the sports we wanted to watch were blocked out and we couldn't see them, when we complained and wanted our money back they said no and after a few more calls they finally canceled us.  I don't believe we got to watch one home team play.  It was a waste of money",sports,55
1.0 out of 5 stars,Olympictainment-Soundbites for big bucks,"Hi. Not seeing medals ceremonies has been unsatisfying... and re runs 2 times a day with waay too many commercials take away from all of the the splendid athletes who get no air time.. ...Commentators talk way too much during events, and supportive comments after performances are uplifting for All of Humanity... Its almost like a lot is not being shown purposely; so a complete Olympic video can be made and sold...😉",sports,72
3.0 out of 5 stars,Use with Computer/Tablet/Phone Only,"The overall “format” of this product if very good and easily navigatable. The poor aspect of this app, is not having the ability to fast forward or rewind at a faster rate. If you’re on a computer/tablet you’re fine because you simply swipe. On the fire stick, you can only fast forward/rewind ten seconds at a time. Making fast forwarding a game where the app crashed or reset, a stenosis process.",sports,71
